id,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate
760,Kepler-11,d,Transit,6,22.6845,0.155,0.004,89.67,0.023,Mass,0.278,1.28,1,1,0,,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,14.2,V (Johnson),5663,0.96,1.06,14/05/14
761,Kepler-11,e,Transit,6,31.9996,0.195,0.012,88.89,0.025,Mass,0.374,0.58,1,1,0,,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,14.2,V (Johnson),5663,0.96,1.06,14/05/14
762,Kepler-11,f,Transit,6,46.6888,0.25,0.013,89.47,0.006,Mass,0.222,0.69,1,1,0,,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,14.2,V (Johnson),5663,0.96,1.06,14/05/14
763,Kepler-11,g,Transit,6,118.3807,0.466,0.15,89.87,0.079,Mass,0.297,4,1,1,0,,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,613,14.2,V (Johnson),5663,0.96,1.06,14/05/14
764,Kepler-110,b,Transit,2,12.691112,0.107,,,,,0.163,,0,1,0,,19h31m42.99s,292.929133,+48d36m10.1s,48.602814,,12.935,Kepler-band,5960,,1.15,14/05/14
765,Kepler-110,c,Transit,2,31.719775,0.198,,,,,0.197,,0,1,0,,19h31m42.99s,292.929133,+48d36m10.1s,48.602814,,12.935,Kepler-band,5960,,1.15,14/05/14
766,Kepler-111,b,Transit,2,3.341815,0.046,,,,,0.141,,1,1,0,,19h26m36.76s,291.65317,+44d41m17.8s,44.688274,,13.492,Kepler-band,5952,,1.16,14/05/14
767,Kepler-111,c,Transit,2,224.784608,0.761,,,,,0.651,,1,1,0,,19h26m36.76s,291.65317,+44d41m17.8s,44.688274,,13.492,Kepler-band,5952,,1.16,14/05/14
768,Kepler-112,b,Transit,2,8.408878,0.076,,,,,0.211,,0,1,0,,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,,13.771,Kepler-band,5544,,0.84,14/05/14
769,Kepler-112,c,Transit,2,28.574263,0.172,,,,,0.214,,0,1,0,,19h47m55.44s,296.981009,+43d12m35.1s,43.209751,,13.771,Kepler-band,5544,,0.84,14/05/14
770,Kepler-113,b,Transit,2,4.754,,,,0.037,Mass,0.162,10.73,0,1,0,,19h11m59.49s,287.997883,+50d56m39.6s,50.944332,,13.461,Kepler-band,4725,0.75,0.69,14/05/14
771,Kepler-113,c,Transit,2,8.92507,,,,0.027,Mass,0.194,,0,1,0,,19h11m59.49s,287.997883,+50d56m39.6s,50.944332,,13.461,Kepler-band,4725,0.75,0.69,14/05/14
772,Kepler-114,b,Transit,3,5.188549,0.053,,,,,0.112,,0,1,0,,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,13.738,Kepler-band,4605,0.56,0.67,14/05/14
773,Kepler-114,c,Transit,3,8.041,,,,0.009,Mass,0.143,,1,1,0,,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,13.738,Kepler-band,4605,0.56,0.67,14/05/14
774,Kepler-114,d,Transit,3,11.776,,,,0.012,Mass,0.226,,1,1,0,,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,,13.738,Kepler-band,4605,0.56,0.67,14/05/14
775,Kepler-115,b,Transit,2,2.403679,0.036,,,,,0.097,,0,1,0,,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,,13.431,Kepler-band,5979,1,1.21,14/05/14
776,Kepler-115,c,Transit,2,8.990889,0.087,,,,,0.232,,0,1,0,,19h50m50.84s,297.711849,+45d15m42.9s,45.261925,,13.431,Kepler-band,5979,1,1.21,14/05/14
777,Kepler-116,b,Transit,2,5.968734,0.069,,,,,0.305,,0,1,0,,19h38m58.10s,294.74207,+43d32m12.6s,43.536835,,13.717,Kepler-band,6142,1.16,1.45,14/05/14
778,Kepler-116,c,Transit,2,13.07163,0.116,,,,,0.205,,0,1,0,,19h38m58.10s,294.74207,+43d32m12.6s,43.536835,,13.717,Kepler-band,6142,1.16,1.45,14/05/14
779,Kepler-117,b,Transit,2,18.7959228,0.1445,0.0493,88.74,0.094,Mass,0.719,0.3,0,1,0,,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,1430,14.274,Kepler-band,6150,1.13,1.61,19/11/14
780,Kepler-117,c,Transit,2,50.790391,0.2804,0.0323,89.64,1.84,Mass,1.101,1.74,0,1,0,,19h15m10.33s,288.793037,+48d02m24.8s,48.040234,1430,14.274,Kepler-band,6150,1.13,1.61,19/11/14
781,Kepler-118,b,Transit,2,7.518496,0.073,,,,,0.175,,0,1,0,,19h56m51.16s,299.213164,+41d25m29.4s,41.424824,,14.711,Kepler-band,5274,0.86,1.09,14/05/14
782,Kepler-118,c,Transit,2,20.17202,0.141,,,,,0.685,,0,1,0,,19h56m51.16s,299.213164,+41d25m29.4s,41.424824,,14.711,Kepler-band,5274,0.86,1.09,14/05/14
783,Kepler-119,b,Transit,2,2.422082,0.035,,,,,0.321,,0,1,0,,19h43m47.14s,295.946421,+42d39m32.1s,42.658924,,14.236,Kepler-band,5595,,0.84,14/05/14
784,Kepler-119,c,Transit,2,4.125103,0.049,,,,,0.082,,0,1,0,,19h43m47.14s,295.946421,+42d39m32.1s,42.658924,,14.236,Kepler-band,5595,,0.84,14/05/14
785,Kepler-12,b,Transit,1,4.4379629,0.0553,,88.796,0.432,Mass,1.754,0.11,0,1,0,,19h04m58.42s,286.243425,+50d02m25.4s,50.040382,600,13.8,V (Johnson),5947,1.17,1.48,15/10/15
786,Kepler-120,b,Transit,2,6.312501,0.055,,,,,0.192,,0,1,0,,19h11m33.99s,287.891632,+39d20m20.8s,39.339124,,14.735,Kepler-band,4096,,0.53,14/05/14
787,Kepler-120,c,Transit,2,12.794585,0.088,,,,,0.136,,0,1,0,,19h11m33.99s,287.891632,+39d20m20.8s,39.339124,,14.735,Kepler-band,4096,,0.53,14/05/14
788,Kepler-121,b,Transit,2,3.177422,0.039,,,,,0.209,,0,1,0,,19h04m38.90s,286.162064,+39d40m40.8s,39.677995,,14.708,Kepler-band,5311,,0.7,14/05/14
789,Kepler-121,c,Transit,2,41.008011,0.216,,,,,0.203,,0,1,0,,19h04m38.90s,286.162064,+39d40m40.8s,39.677995,,14.708,Kepler-band,5311,,0.7,14/05/14
790,Kepler-122,b,Transit,5,5.766193,0.064,,,,,0.209,,0,1,0,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,,14.247,Kepler-band,6050,0.99,1.22,14/05/14
791,Kepler-122,c,Transit,5,12.465988,0.108,,,,,0.524,,0,1,0,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,,14.247,Kepler-band,6050,0.99,1.22,14/05/14
792,Kepler-122,d,Transit,5,21.587475,0.155,,,,,0.196,,0,1,0,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,,14.247,Kepler-band,6050,0.99,1.22,14/05/14
793,Kepler-122,e,Transit,5,37.993273,0.227,,,,,0.232,,1,1,0,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,,14.247,Kepler-band,6050,0.99,1.22,14/05/14
794,Kepler-122,f,Transit Timing Variations,5,56.268,,,,0.113,Mass,0.156,,1,1,0,,19h24m26.85s,291.111883,+39d56m56.8s,39.949104,,14.247,Kepler-band,6050,0.99,1.22,28/05/14
795,Kepler-123,b,Transit,2,17.232366,0.135,,,,,0.262,,0,1,0,,19h47m59.67s,296.998621,+42d46m55.0s,42.781956,,14.061,Kepler-band,6089,1.03,1.26,14/05/14
796,Kepler-123,c,Transit,2,26.695074,0.181,,,,,0.132,,0,1,0,,19h47m59.67s,296.998621,+42d46m55.0s,42.781956,,14.061,Kepler-band,6089,1.03,1.26,14/05/14
797,Kepler-124,b,Transit,3,3.410493,0.039,,,,,0.065,,0,1,0,,19h07m00.67s,286.752797,+49d03m53.7s,49.064911,,14.139,Kepler-band,4984,,0.64,14/05/14
798,Kepler-124,c,Transit,3,13.821375,0.1,,,,,0.156,,0,1,0,,19h07m00.67s,286.752797,+49d03m53.7s,49.064911,,14.139,Kepler-band,4984,,0.64,14/05/14
799,Kepler-124,d,Transit,3,30.950851,0.17,,,,,0.099,,0,1,0,,19h07m00.67s,286.752797,+49d03m53.7s,49.064911,,14.139,Kepler-band,4984,,0.64,14/05/14
800,Kepler-125,b,Transit,2,4.164389,0.041,,,,,0.211,,0,1,0,,19h53m01.95s,298.258123,+47d36m17.8s,47.604946,,14.752,Kepler-band,3810,0.55,0.51,14/05/14
801,Kepler-125,c,Transit,2,5.774464,0.051,,,,,0.066,,0,1,0,,19h53m01.95s,298.258123,+47d36m17.8s,47.604946,,14.752,Kepler-band,3810,0.55,0.51,14/05/14
802,Kepler-126,b,Transit,3,10.495711,0.099,,,,,0.136,,1,1,0,,19h17m23.35s,289.347291,+44d12m30.8s,44.208553,,10.5,Kepler-band,6239,,1.36,14/05/14
803,Kepler-126,c,Transit,3,21.869741,0.162,,,,,0.141,,1,1,0,,19h17m23.35s,289.347291,+44d12m30.8s,44.208553,,10.5,Kepler-band,6239,,1.36,14/05/14
804,Kepler-126,d,Transit,3,100.283134,0.448,,,,,0.223,,1,1,0,,19h17m23.35s,289.347291,+44d12m30.8s,44.208553,,10.5,Kepler-band,6239,,1.36,14/05/14
805,Kepler-127,b,Transit,3,14.435889,0.125,,,,,0.125,,0,1,0,,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,,11.485,Kepler-band,6106,,1.36,14/05/14
806,Kepler-127,c,Transit,3,29.393195,0.2,,,,,0.237,,0,1,0,,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,,11.485,Kepler-band,6106,,1.36,14/05/14
807,Kepler-127,d,Transit,3,48.630408,0.28,,,,,0.236,,0,1,0,,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,,11.485,Kepler-band,6106,,1.36,14/05/14
808,Kepler-128,b,Transit,2,15.09,,,,0.097,Mass,0.101,,1,1,0,,18h49m58.13s,282.492224,+43d58m48.8s,43.980213,,11.39,Kepler-band,6090,1.18,1.66,14/05/14
809,Kepler-128,c,Transit,2,22.804,,,,0.105,Mass,0.101,,1,1,0,,18h49m58.13s,282.492224,+43d58m48.8s,43.980213,,11.39,Kepler-band,6090,1.18,1.66,14/05/14
810,Kepler-129,b,Transit,2,15.79186,0.131,,,,,0.211,,0,1,0,,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,,11.696,Kepler-band,5770,1.18,1.64,14/05/14
